col	role
ENSG00000197279	predictor
ENSG00000197283	predictor
ENSG00000197296	predictor
ENSG00000197299	predictor
ENSG00000197302	predictor
ENSG00000197312	predictor
ENSG00000197321	predictor
ENSG00000197323	predictor
ENSG00000197324	predictor
ENSG00000197329	predictor
ENSG00000197343	predictor
ENSG00000197345	predictor
ENSG00000197353	predictor
ENSG00000197355	predictor
ENSG00000197361	predictor
ENSG00000197362	predictor
ENSG00000197363	predictor
ENSG00000197372	predictor
ENSG00000197375	predictor
ENSG00000197380	predictor
ENSG00000197381	predictor
ENSG00000197385	predictor
ENSG00000197386	predictor
ENSG00000197405	predictor
ENSG00000197408	predictor
ENSG00000197409	predictor
ENSG00000197410	predictor
ENSG00000197415	predictor
ENSG00000197417	predictor
ENSG00000197429	predictor
ENSG00000197442	predictor
ENSG00000197446	predictor
ENSG00000197448	predictor
ENSG00000197451	predictor
ENSG00000197454	predictor
ENSG00000197457	predictor
ENSG00000197461	predictor
ENSG00000197465	predictor
ENSG00000197471	predictor
ENSG00000197472	predictor
ENSG00000197479	predictor
ENSG00000197483	predictor
ENSG00000197496	predictor
ENSG00000197497	predictor
ENSG00000197498	predictor
ENSG00000197506	predictor
ENSG00000197520	predictor
ENSG00000197530	predictor
ENSG00000197532	predictor
ENSG00000197535	predictor
ENSG00000197540	predictor
ENSG00000197548	predictor
ENSG00000197555	predictor
ENSG00000197557	predictor
ENSG00000197562	predictor
ENSG00000197563	predictor
ENSG00000197565	predictor
ENSG00000197566	predictor
ENSG00000197568	predictor
ENSG00000197579	predictor
ENSG00000197580	predictor
ENSG00000197584	predictor
ENSG00000197586	predictor
ENSG00000197587	predictor
ENSG00000197594	predictor
ENSG00000197599	predictor
ENSG00000197601	predictor
ENSG00000197603	predictor
ENSG00000197608	predictor
ENSG00000197614	predictor
ENSG00000197619	predictor
ENSG00000197620	predictor
ENSG00000197622	predictor
ENSG00000197629	predictor
ENSG00000197632	predictor
ENSG00000197635	predictor
ENSG00000197641	predictor
ENSG00000197646	predictor
ENSG00000197647	predictor
ENSG00000197653	predictor
ENSG00000197694	predictor
ENSG00000197696	predictor
ENSG00000197702	predictor
ENSG00000197705	predictor
ENSG00000197712	predictor
ENSG00000197713	predictor
ENSG00000197714	predictor
ENSG00000197721	predictor
ENSG00000197724	predictor
ENSG00000197728	predictor
ENSG00000197734	predictor
ENSG00000197746	predictor
ENSG00000197747	predictor
ENSG00000197748	predictor
ENSG00000197753	predictor
ENSG00000197756	predictor
ENSG00000197763	predictor
ENSG00000197766	predictor
ENSG00000197768	predictor
ENSG00000197771	predictor
ENSG00000197774	predictor
ENSG00000197776	predictor
ENSG00000197779	predictor
ENSG00000197780	predictor
ENSG00000197782	predictor
ENSG00000197785	predictor
ENSG00000197798	predictor
ENSG00000197808	predictor
ENSG00000197816	predictor
ENSG00000197818	predictor
ENSG00000197822	predictor
ENSG00000197826	predictor
ENSG00000197837	predictor
ENSG00000197838	predictor
ENSG00000197841	predictor
ENSG00000197849	predictor
ENSG00000197852	predictor
ENSG00000197857	predictor
ENSG00000197858	predictor
ENSG00000197859	predictor
ENSG00000197860	predictor
ENSG00000197863	predictor
ENSG00000197870	predictor
ENSG00000197872	predictor
ENSG00000197879	predictor
ENSG00000197885	predictor
ENSG00000197889	predictor
ENSG00000197892	predictor
ENSG00000197894	predictor
ENSG00000197903	predictor
ENSG00000197912	predictor
ENSG00000197915	predictor
ENSG00000197928	predictor
ENSG00000197930	predictor
ENSG00000197933	predictor
ENSG00000197935	predictor
ENSG00000197937	predictor
ENSG00000197943	predictor
ENSG00000197948	predictor
ENSG00000197951	predictor
ENSG00000197953	predictor
ENSG00000197956	predictor
ENSG00000197958	predictor
ENSG00000197959	predictor
ENSG00000197961	predictor
ENSG00000197965	predictor
ENSG00000197969	predictor
ENSG00000197971	predictor
ENSG00000197976	predictor
ENSG00000197978	predictor
ENSG00000197980	predictor
ENSG00000197982	predictor
ENSG00000197992	predictor
ENSG00000198000	predictor
ENSG00000198001	predictor
ENSG00000198003	predictor
ENSG00000198015	predictor
ENSG00000198018	predictor
ENSG00000198019	predictor
ENSG00000198026	predictor
ENSG00000198034	predictor
ENSG00000198039	predictor
ENSG00000198040	predictor
ENSG00000198042	predictor
ENSG00000198046	predictor
ENSG00000198053	predictor
ENSG00000198055	predictor
ENSG00000198056	predictor
ENSG00000198060	predictor
ENSG00000198062	predictor
ENSG00000198064	predictor
ENSG00000198074	predictor
ENSG00000198075	predictor
ENSG00000198077	predictor
ENSG00000198081	predictor
ENSG00000198087	predictor
ENSG00000198088	predictor
ENSG00000198089	predictor
ENSG00000198093	predictor
ENSG00000198099	predictor
ENSG00000198104	predictor
ENSG00000198105	predictor
ENSG00000198113	predictor
ENSG00000198121	predictor
ENSG00000198125	predictor
ENSG00000198128	predictor
ENSG00000198130	predictor
ENSG00000198131	predictor
ENSG00000198133	predictor
ENSG00000198142	predictor
ENSG00000198146	predictor
ENSG00000198156	predictor
ENSG00000198157	predictor
ENSG00000198160	predictor
ENSG00000198162	predictor
ENSG00000198168	predictor
ENSG00000198169	predictor
ENSG00000198171	predictor
ENSG00000198176	predictor
ENSG00000198178	predictor
ENSG00000198182	predictor
ENSG00000198183	predictor
ENSG00000198185	predictor
ENSG00000198189	predictor
ENSG00000198198	predictor
ENSG00000198203	predictor
ENSG00000198205	predictor
ENSG00000198208	predictor
ENSG00000198216	predictor
ENSG00000198218	predictor
ENSG00000198223	predictor
ENSG00000198231	predictor
ENSG00000198242	predictor
ENSG00000198246	predictor
ENSG00000198252	predictor
ENSG00000198258	predictor
ENSG00000198265	predictor
ENSG00000198270	predictor
ENSG00000198276	predictor
ENSG00000198286	predictor
ENSG00000198298	predictor
ENSG00000198301	predictor
ENSG00000198315	predictor
ENSG00000198324	predictor
ENSG00000198331	predictor
ENSG00000198342	predictor
ENSG00000198346	predictor
ENSG00000198355	predictor
ENSG00000198356	predictor
ENSG00000198363	predictor
ENSG00000198369	predictor
ENSG00000198373	predictor
ENSG00000198380	predictor
ENSG00000198382	predictor
ENSG00000198393	predictor
ENSG00000198399	predictor
ENSG00000198400	predictor
ENSG00000198408	predictor
ENSG00000198417	predictor
ENSG00000198420	predictor
ENSG00000198429	predictor
ENSG00000198431	predictor
ENSG00000198435	predictor
ENSG00000198440	predictor
ENSG00000198453	predictor
ENSG00000198455	predictor
ENSG00000198464	predictor
ENSG00000198466	predictor
ENSG00000198467	predictor
ENSG00000198471	predictor
ENSG00000198478	predictor
ENSG00000198482	predictor
ENSG00000198483	predictor
ENSG00000198488	predictor
ENSG00000198492	predictor
ENSG00000198498	predictor
ENSG00000198502	predictor
ENSG00000198513	predictor
ENSG00000198515	predictor
ENSG00000198517	predictor
ENSG00000198520	predictor
ENSG00000198521	predictor
ENSG00000198522	predictor
ENSG00000198523	predictor
ENSG00000198535	predictor
ENSG00000198538	predictor
ENSG00000198546	predictor
ENSG00000198547	predictor
ENSG00000198551	predictor
ENSG00000198553	predictor
ENSG00000198554	predictor
ENSG00000198556	predictor
ENSG00000198561	predictor
ENSG00000198563	predictor
ENSG00000198569	predictor
ENSG00000198570	predictor
ENSG00000198574	predictor
ENSG00000198576	predictor
ENSG00000198585	predictor
ENSG00000198586	predictor
ENSG00000198589	predictor
ENSG00000198604	predictor
ENSG00000198610	predictor
ENSG00000198612	predictor
ENSG00000198624	predictor
ENSG00000198625	predictor
ENSG00000198626	predictor
ENSG00000198642	predictor
ENSG00000198643	predictor
ENSG00000198646	predictor
ENSG00000198648	predictor
ENSG00000198650	predictor
ENSG00000198663	predictor
ENSG00000198668	predictor
ENSG00000198670	predictor
ENSG00000198673	predictor
ENSG00000198677	predictor
ENSG00000198680	predictor
ENSG00000198682	predictor
ENSG00000198689	predictor
ENSG00000198690	predictor
ENSG00000198691	predictor
ENSG00000198692	predictor
ENSG00000198695	predictor
ENSG00000198700	predictor
ENSG00000198707	predictor
ENSG00000198712	predictor
ENSG00000198715	predictor
ENSG00000198718	predictor
ENSG00000198719	predictor
ENSG00000198720	predictor
ENSG00000198721	predictor
ENSG00000198722	predictor
ENSG00000198723	predictor
ENSG00000198727	predictor
ENSG00000198728	predictor
ENSG00000198729	predictor
ENSG00000198730	predictor
ENSG00000198732	predictor
ENSG00000198734	predictor
ENSG00000198736	predictor
ENSG00000198740	predictor
ENSG00000198742	predictor
ENSG00000198743	predictor
ENSG00000198746	predictor
ENSG00000198752	predictor
ENSG00000198753	predictor
ENSG00000198755	predictor
ENSG00000198756	predictor
ENSG00000198758	predictor
ENSG00000198759	predictor
ENSG00000198763	predictor
ENSG00000198765	predictor
ENSG00000198768	predictor
ENSG00000198771	predictor
ENSG00000198774	predictor
ENSG00000198780	predictor
ENSG00000198783	predictor
ENSG00000198785	predictor
ENSG00000198786	predictor
ENSG00000198788	predictor
ENSG00000198791	predictor
ENSG00000198792	predictor
ENSG00000198793	predictor
ENSG00000198794	predictor
ENSG00000198796	predictor
ENSG00000198799	predictor
ENSG00000198804	predictor
ENSG00000198805	predictor
ENSG00000198807	predictor
ENSG00000198812	predictor
ENSG00000198814	predictor
ENSG00000198815	predictor
ENSG00000198816	predictor
ENSG00000198818	predictor
ENSG00000198821	predictor
ENSG00000198822	predictor
ENSG00000198824	predictor
ENSG00000198825	predictor
ENSG00000198826	predictor
ENSG00000198829	predictor
ENSG00000198830	predictor
ENSG00000198832	predictor
ENSG00000198833	predictor
ENSG00000198835	predictor
ENSG00000198836	predictor
ENSG00000198837	predictor
ENSG00000198838	predictor
ENSG00000198839	predictor
ENSG00000198840	predictor
ENSG00000198841	predictor
ENSG00000198843	predictor
ENSG00000198846	predictor
ENSG00000198848	predictor
ENSG00000198851	predictor
ENSG00000198853	predictor
ENSG00000198855	predictor
ENSG00000198856	predictor
ENSG00000198858	predictor
ENSG00000198860	predictor
ENSG00000198862	predictor
ENSG00000198863	predictor
ENSG00000198865	predictor
ENSG00000198870	predictor
ENSG00000198873	predictor
ENSG00000198874	predictor
ENSG00000198876	predictor
ENSG00000198879	predictor
ENSG00000198885	predictor
ENSG00000198886	predictor
ENSG00000198887	predictor
ENSG00000198888	predictor
ENSG00000198890	predictor
ENSG00000198892	predictor
ENSG00000198894	predictor
ENSG00000198898	predictor
ENSG00000198899	predictor
ENSG00000198900	predictor
ENSG00000198901	predictor
ENSG00000198908	predictor
ENSG00000198909	predictor
ENSG00000198911	predictor
ENSG00000198912	predictor
ENSG00000198915	predictor
ENSG00000198917	predictor
ENSG00000198918	predictor
ENSG00000198919	predictor
ENSG00000198920	predictor
ENSG00000198924	predictor
ENSG00000198925	predictor
ENSG00000198929	predictor
ENSG00000198931	predictor
ENSG00000198932	predictor
ENSG00000198933	predictor
ENSG00000198934	predictor
ENSG00000198937	predictor
ENSG00000198938	predictor
ENSG00000198939	predictor
ENSG00000198944	predictor
ENSG00000198945	predictor
ENSG00000198947	predictor
ENSG00000198948	predictor
ENSG00000198951	predictor
ENSG00000198952	predictor
ENSG00000198954	predictor
ENSG00000198959	predictor
ENSG00000198960	predictor
ENSG00000198961	predictor
ENSG00000198963	predictor
ENSG00000198964	predictor
ENSG00000198967	predictor
ENSG00000203326	predictor
ENSG00000203485	predictor
ENSG00000203499	predictor
ENSG00000203546	predictor
ENSG00000203663	predictor
ENSG00000203666	predictor
ENSG00000203667	predictor
ENSG00000203668	predictor
ENSG00000203697	predictor
ENSG00000203705	predictor
ENSG00000203710	predictor
ENSG00000203722	predictor
ENSG00000203727	predictor
ENSG00000203730	predictor
ENSG00000203734	predictor
ENSG00000203737	predictor
ENSG00000203747	predictor
ENSG00000203772	predictor
ENSG00000203778	predictor
ENSG00000203780	predictor
ENSG00000203783	predictor
ENSG00000203785	predictor
ENSG00000203791	predictor
ENSG00000203797	predictor
ENSG00000203805	predictor
ENSG00000203811	predictor
ENSG00000203812	predictor
ENSG00000203814	predictor
ENSG00000203852	predictor
ENSG00000203867	predictor
ENSG00000203872	predictor
ENSG00000203879	predictor
ENSG00000203880	predictor
ENSG00000203896	predictor
ENSG00000203909	predictor
ENSG00000203943	predictor
ENSG00000203950	predictor
ENSG00000203952	predictor
ENSG00000203963	predictor
ENSG00000203965	predictor
ENSG00000203985	predictor
ENSG00000203989	predictor
ENSG00000203995	predictor
ENSG00000204020	predictor
ENSG00000204052	predictor
ENSG00000204060	predictor
ENSG00000204070	predictor
ENSG00000204084	predictor
ENSG00000204099	predictor
ENSG00000204103	predictor
ENSG00000204104	predictor
ENSG00000204116	predictor
ENSG00000204120	predictor
ENSG00000204128	predictor
ENSG00000204130	predictor
ENSG00000204131	predictor
ENSG00000204138	predictor
ENSG00000204147	predictor
ENSG00000204149	predictor
ENSG00000204152	predictor
ENSG00000204160	predictor
ENSG00000204161	predictor
ENSG00000204165	predictor
ENSG00000204172	predictor
ENSG00000204176	predictor
ENSG00000204178	predictor
ENSG00000204179	predictor
ENSG00000204183	predictor
ENSG00000204186	predictor
ENSG00000204193	predictor
ENSG00000204209	predictor
ENSG00000204217	predictor
ENSG00000204219	predictor
ENSG00000204220	predictor
ENSG00000204227	predictor
ENSG00000204228	predictor
ENSG00000204231	predictor
ENSG00000204237	predictor
ENSG00000204252	predictor
ENSG00000204256	predictor
ENSG00000204257	predictor
ENSG00000204262	predictor
ENSG00000204264	predictor
ENSG00000204267	predictor
ENSG00000204271	predictor
ENSG00000204272	predictor
ENSG00000204287	predictor
ENSG00000204291	predictor
ENSG00000204301	predictor
ENSG00000204304	predictor
ENSG00000204305	predictor
ENSG00000204308	predictor
ENSG00000204310	predictor
ENSG00000204311	predictor
ENSG00000204314	predictor
ENSG00000204315	predictor
ENSG00000204316	predictor
ENSG00000204323	predictor
ENSG00000204334	predictor
ENSG00000204344	predictor
ENSG00000204345	predictor
ENSG00000204348	predictor
ENSG00000204351	predictor
ENSG00000204356	predictor
ENSG00000204366	predictor
ENSG00000204370	predictor
ENSG00000204371	predictor
ENSG00000204381	predictor
ENSG00000204385	predictor
ENSG00000204386	predictor
ENSG00000204388	predictor
ENSG00000204389	predictor
ENSG00000204390	predictor
ENSG00000204392	predictor
ENSG00000204394	predictor
ENSG00000204396	predictor
ENSG00000204397	predictor
ENSG00000204406	predictor
ENSG00000204410	predictor
ENSG00000204420	predictor
ENSG00000204421	predictor
ENSG00000204427	predictor
ENSG00000204428	predictor
ENSG00000204435	predictor
ENSG00000204438	predictor
ENSG00000204439	predictor
ENSG00000204442	predictor
ENSG00000204444	predictor
ENSG00000204463	predictor
ENSG00000204469	predictor
ENSG00000204472	predictor
ENSG00000204482	predictor
ENSG00000204498	predictor
ENSG00000204514	predictor
ENSG00000204516	predictor
ENSG00000204519	predictor
ENSG00000204520	predictor
ENSG00000204524	predictor
ENSG00000204525	predictor
ENSG00000204531	predictor
ENSG00000204536	predictor
ENSG00000204540	predictor
ENSG00000204544	predictor
ENSG00000204560	predictor
ENSG00000204564	predictor
ENSG00000204568	predictor
ENSG00000204569	predictor
ENSG00000204571	predictor
ENSG00000204574	predictor
ENSG00000204576	predictor
ENSG00000204577	predictor
ENSG00000204580	predictor
ENSG00000204590	predictor
ENSG00000204592	predictor
ENSG00000204599	predictor
ENSG00000204604	predictor
ENSG00000204611	predictor
ENSG00000204616	predictor
ENSG00000204618	predictor
ENSG00000204619	predictor
ENSG00000204628	predictor
ENSG00000204632	predictor
ENSG00000204634	predictor
ENSG00000204642	predictor
ENSG00000204653	predictor
ENSG00000204655	predictor
ENSG00000204657	predictor
ENSG00000204673	predictor
ENSG00000204681	predictor
ENSG00000204683	predictor
ENSG00000204694	predictor
ENSG00000204695	predictor
ENSG00000204701	predictor
ENSG00000204711	predictor
ENSG00000204713	predictor
ENSG00000204764	predictor
ENSG00000204767	predictor
ENSG00000204779	predictor
ENSG00000204805	predictor
ENSG00000204815	predictor
ENSG00000204822	predictor
ENSG00000204839	predictor
ENSG00000204842	predictor
ENSG00000204843	predictor
ENSG00000204852	predictor
ENSG00000204856	predictor
ENSG00000204859	predictor
ENSG00000204866	predictor
ENSG00000204869	predictor
ENSG00000204889	predictor
ENSG00000204899	predictor
ENSG00000204909	predictor
ENSG00000204920	predictor
ENSG00000204922	predictor
ENSG00000204923	predictor
ENSG00000204930	predictor
ENSG00000204936	predictor
ENSG00000204941	predictor
ENSG00000204946	predictor
ENSG00000204947	predictor
ENSG00000204950	predictor
ENSG00000204954	predictor
ENSG00000204956	predictor
ENSG00000204961	predictor
ENSG00000204965	predictor
ENSG00000204967	predictor
ENSG00000204977	predictor
ENSG00000204991	predictor
ENSG00000205038	predictor
ENSG00000205045	predictor
ENSG00000205060	predictor
ENSG00000205076	predictor
ENSG00000205078	predictor
ENSG00000205084	predictor
ENSG00000205085	predictor
ENSG00000205086	predictor
ENSG00000205089	predictor
ENSG00000205111	predictor
ENSG00000205129	predictor
ENSG00000205133	predictor
ENSG00000205138	predictor
ENSG00000205155	predictor
ENSG00000205177	predictor
ENSG00000205189	predictor
ENSG00000205208	predictor
ENSG00000205209	predictor
ENSG00000205212	predictor
ENSG00000205213	predictor
ENSG00000205220	predictor
ENSG00000205236	predictor
ENSG00000205238	predictor
ENSG00000205250	predictor
ENSG00000205268	predictor
ENSG00000205269	predictor
ENSG00000205277	predictor
ENSG00000205302	predictor
ENSG00000205307	predictor
ENSG00000205323	predictor
ENSG00000205336	predictor
ENSG00000205339	predictor
ENSG00000205352	predictor
ENSG00000205356	predictor
ENSG00000205359	predictor
ENSG00000205363	predictor
ENSG00000205403	predictor
ENSG00000205413	predictor
ENSG00000205420	predictor
ENSG00000205423	predictor
ENSG00000205426	predictor
ENSG00000205436	predictor
ENSG00000205464	predictor
ENSG00000205476	predictor
ENSG00000205502	predictor
ENSG00000205517	predictor
ENSG00000205531	predictor
ENSG00000205542	predictor
ENSG00000205544	predictor
ENSG00000205560	predictor
ENSG00000205571	predictor
ENSG00000205572	predictor
ENSG00000205581	predictor
ENSG00000205592	predictor
ENSG00000205593	predictor
ENSG00000205609	predictor
ENSG00000205629	predictor
ENSG00000205639	predictor
ENSG00000205643	predictor
ENSG00000205649	predictor
ENSG00000205659	predictor
ENSG00000205670	predictor
ENSG00000205678	predictor
ENSG00000205683	predictor
ENSG00000205707	predictor
ENSG00000205710	predictor
ENSG00000205726	predictor
ENSG00000205730	predictor
ENSG00000205744	predictor
ENSG00000205754	predictor
ENSG00000205758	predictor
ENSG00000205765	predictor
ENSG00000205777	predictor
ENSG00000205808	predictor
ENSG00000205809	predictor
ENSG00000205835	predictor
ENSG00000205838	predictor
ENSG00000205863	predictor
ENSG00000205903	predictor
ENSG00000205922	predictor
ENSG00000205929	predictor
ENSG00000205937	predictor
ENSG00000205978	predictor
ENSG00000205981	predictor
ENSG00000206047	predictor
ENSG00000206052	predictor
ENSG00000206053	predictor
ENSG00000206072	predictor
ENSG00000206073	predictor
ENSG00000206075	predictor
ENSG00000206077	predictor
ENSG00000206113	predictor
ENSG00000206127	predictor
ENSG00000206140	predictor
ENSG00000206172	predictor
ENSG00000206181	predictor
ENSG00000206190	predictor
ENSG00000206199	predictor
ENSG00000206262	predictor
ENSG00000206384	predictor
ENSG00000206418	predictor
ENSG00000206432	predictor
ENSG00000206503	predictor
ENSG00000206527	predictor
ENSG00000206530	predictor
ENSG00000206531	predictor
ENSG00000206535	predictor
ENSG00000206538	predictor
ENSG00000206557	predictor
ENSG00000206559	predictor
ENSG00000206560	predictor
ENSG00000206561	predictor
ENSG00000206562	predictor
ENSG00000206579	predictor
ENSG00000211445	predictor
ENSG00000211448	predictor
ENSG00000211450	predictor
ENSG00000211452	predictor
ENSG00000211455	predictor
ENSG00000211460	predictor
ENSG00000211584	predictor
ENSG00000212122	predictor
ENSG00000212123	predictor
ENSG00000212124	predictor
ENSG00000212127	predictor
ENSG00000212128	predictor
ENSG00000212710	predictor
ENSG00000212747	predictor
ENSG00000212807	predictor
ENSG00000212864	predictor
ENSG00000212907	predictor
ENSG00000212916	predictor
ENSG00000212993	predictor
ENSG00000213015	predictor
ENSG00000213020	predictor
ENSG00000213024	predictor
ENSG00000213047	predictor
ENSG00000213064	predictor
ENSG00000213066	predictor
ENSG00000213079	predictor
ENSG00000213085	predictor
ENSG00000213096	predictor
ENSG00000213123	predictor
ENSG00000213139	predictor
ENSG00000213145	predictor
ENSG00000213160	predictor
ENSG00000213171	predictor
ENSG00000213186	predictor
ENSG00000213190	predictor
ENSG00000213199	predictor
ENSG00000213203	predictor
ENSG00000213204	predictor
ENSG00000213213	predictor
ENSG00000213214	predictor
ENSG00000213215	predictor
ENSG00000213221	predictor
ENSG00000213246	predictor
ENSG00000213281	predictor
ENSG00000213297	predictor
ENSG00000213316	predictor
ENSG00000213337	predictor
ENSG00000213339	predictor
ENSG00000213341	predictor
ENSG00000213347	predictor
ENSG00000213366	predictor
ENSG00000213380	predictor
ENSG00000213390	predictor
ENSG00000213397	predictor
ENSG00000213398	predictor
ENSG00000213402	predictor
ENSG00000213413	predictor
ENSG00000213420	predictor
ENSG00000213445	predictor
ENSG00000213462	predictor
ENSG00000213463	predictor
ENSG00000213465	predictor
ENSG00000213471	predictor
ENSG00000213512	predictor
ENSG00000213516	predictor
ENSG00000213523	predictor
ENSG00000213533	predictor
ENSG00000213551	predictor
ENSG00000213563	predictor
ENSG00000213585	predictor
ENSG00000213588	predictor
ENSG00000213593	predictor
ENSG00000213614	predictor
ENSG00000213619	predictor
ENSG00000213625	predictor
ENSG00000213626	predictor
ENSG00000213638	predictor
ENSG00000213639	predictor
ENSG00000213648	predictor
ENSG00000213654	predictor
ENSG00000213658	predictor
ENSG00000213672	predictor
ENSG00000213676	predictor
ENSG00000213689	predictor
ENSG00000213694	predictor
ENSG00000213699	predictor
ENSG00000213719	predictor
ENSG00000213722	predictor
ENSG00000213741	predictor
ENSG00000213762	predictor
ENSG00000213780	predictor
ENSG00000213782	predictor
ENSG00000213793	predictor
ENSG00000213799	predictor
ENSG00000213809	predictor
ENSG00000213853	predictor
ENSG00000213859	predictor
ENSG00000213886	predictor
ENSG00000213889	predictor
ENSG00000213901	predictor
ENSG00000213903	predictor
ENSG00000213906	predictor
ENSG00000213918	predictor
ENSG00000213920	predictor
ENSG00000213923	predictor
ENSG00000213928	predictor
ENSG00000213930	predictor
ENSG00000213937	predictor
ENSG00000213949	predictor
ENSG00000213965	predictor
ENSG00000213967	predictor
ENSG00000213973	predictor
ENSG00000213977	predictor
ENSG00000213983	predictor
ENSG00000213988	predictor
ENSG00000213995	predictor
ENSG00000213999	predictor
ENSG00000214013	predictor
ENSG00000214021	predictor
ENSG00000214022	predictor
ENSG00000214026	predictor
ENSG00000214029	predictor
ENSG00000214046	predictor
ENSG00000214050	predictor
ENSG00000214063	predictor
ENSG00000214078	predictor
ENSG00000214087	predictor
ENSG00000214102	predictor
ENSG00000214113	predictor
ENSG00000214114	predictor
ENSG00000214128	predictor
ENSG00000214140	predictor
ENSG00000214160	predictor
ENSG00000214193	predictor
ENSG00000214194	predictor
ENSG00000214212	predictor
ENSG00000214226	predictor
ENSG00000214253	predictor
ENSG00000214265	predictor
ENSG00000214274	predictor
ENSG00000214279	predictor
ENSG00000214290	predictor
ENSG00000214300	predictor
ENSG00000214309	predictor
ENSG00000214338	predictor
ENSG00000214357	predictor
ENSG00000214367	predictor
ENSG00000214413	predictor
ENSG00000214435	predictor
ENSG00000214447	predictor
ENSG00000214456	predictor
ENSG00000214491	predictor
ENSG00000214513	predictor
ENSG00000214517	predictor
ENSG00000214530	predictor
ENSG00000214562	predictor
ENSG00000214575	predictor
ENSG00000214595	predictor
ENSG00000214652	predictor
ENSG00000214654	predictor
ENSG00000214655	predictor
ENSG00000214688	predictor
ENSG00000214694	predictor
ENSG00000214706	predictor
ENSG00000214711	predictor
ENSG00000214717	predictor
ENSG00000214736	predictor
ENSG00000214753	predictor
ENSG00000214756	predictor
ENSG00000214787	predictor
ENSG00000214814	predictor
ENSG00000214827	predictor
ENSG00000214866	predictor
ENSG00000214872	predictor
ENSG00000214940	predictor
ENSG00000214941	predictor
ENSG00000214944	predictor
ENSG00000214946	predictor
ENSG00000214954	predictor
ENSG00000214960	predictor
ENSG00000214967	predictor
ENSG00000215012	predictor
ENSG00000215018	predictor
ENSG00000215021	predictor
ENSG00000215029	predictor
ENSG00000215041	predictor
ENSG00000215045	predictor
ENSG00000215114	predictor
ENSG00000215126	predictor
ENSG00000215182	predictor
ENSG00000215187	predictor
ENSG00000215193	predictor
ENSG00000215217	predictor
ENSG00000215251	predictor
ENSG00000215252	predictor
ENSG00000215271	predictor
ENSG00000215301	predictor
ENSG00000215305	predictor
ENSG00000215375	predictor
ENSG00000215421	predictor
ENSG00000215440	predictor
ENSG00000215472	predictor
ENSG00000215475	predictor
ENSG00000215529	predictor
ENSG00000215695	predictor
ENSG00000215712	predictor
ENSG00000215717	predictor
ENSG00000215784	predictor
ENSG00000215788	predictor
ENSG00000215790	predictor
ENSG00000215845	predictor
ENSG00000215853	predictor
ENSG00000215883	predictor
ENSG00000215910	predictor
ENSG00000215912	predictor
ENSG00000215915	predictor
ENSG00000216490	predictor
ENSG00000216937	predictor
ENSG00000217128	predictor
ENSG00000217555	predictor
ENSG00000217930	predictor
ENSG00000218305	predictor
ENSG00000218739	predictor
ENSG00000218891	predictor
ENSG00000219073	predictor
ENSG00000219200	predictor
ENSG00000219481	predictor
ENSG00000219545	predictor
ENSG00000219626	predictor
ENSG00000220008	predictor
ENSG00000220201	predictor
ENSG00000220205	predictor
ENSG00000221813	predictor
ENSG00000221821	predictor
ENSG00000221823	predictor
ENSG00000221829	predictor
ENSG00000221836	predictor
ENSG00000221838	predictor
ENSG00000221843	predictor
ENSG00000221858	predictor
ENSG00000221869	predictor
ENSG00000221874	predictor
ENSG00000221883	predictor
ENSG00000221886	predictor
ENSG00000221888	predictor
ENSG00000221890	predictor
ENSG00000221909	predictor
ENSG00000221914	predictor
ENSG00000221923	predictor
ENSG00000221926	predictor
ENSG00000221944	predictor
ENSG00000221947	predictor
ENSG00000221955	predictor
ENSG00000221963	predictor
ENSG00000221968	predictor
ENSG00000221970	predictor
ENSG00000221978	predictor
ENSG00000221983	predictor
ENSG00000221988	predictor
ENSG00000221994	predictor
ENSG00000221995	predictor
ENSG00000222009	predictor
ENSG00000222011	predictor
ENSG00000222036	predictor
ENSG00000222046	predictor
ENSG00000222047	predictor
ENSG00000223496	predictor
ENSG00000223501	predictor
ENSG00000223547	predictor
ENSG00000223572	predictor
ENSG00000223573	predictor
ENSG00000223802	predictor
ENSG00000223865	predictor
ENSG00000223953	predictor
ENSG00000224051	predictor
ENSG00000224383	predictor
ENSG00000224389	predictor
ENSG00000224470	predictor
ENSG00000224531	predictor
ENSG00000224578	predictor
ENSG00000224712	predictor
ENSG00000224877	predictor
ENSG00000224982	predictor
ENSG00000225190	predictor
ENSG00000225362	predictor
ENSG00000225526	predictor
ENSG00000225556	predictor
ENSG00000225614	predictor
ENSG00000225663	predictor
ENSG00000225697	predictor
ENSG00000225828	predictor
ENSG00000225830	predictor
ENSG00000225921	predictor
ENSG00000225932	predictor
ENSG00000225973	predictor
ENSG00000226124	predictor
ENSG00000226174	predictor
ENSG00000226288	predictor
ENSG00000226321	predictor
ENSG00000226479	predictor
ENSG00000226690	predictor
ENSG00000226742	predictor
ENSG00000226763	predictor
ENSG00000226784	predictor
ENSG00000226792	predictor
ENSG00000226887	predictor
ENSG00000227051	predictor
ENSG00000227057	predictor
ENSG00000227124	predictor
ENSG00000227268	predictor
ENSG00000227345	predictor
ENSG00000227471	predictor
ENSG00000227500	predictor
ENSG00000227507	predictor
ENSG00000227877	predictor
ENSG00000228049	predictor
ENSG00000228198	predictor
ENSG00000228253	predictor
ENSG00000228278	predictor
ENSG00000228300	predictor
ENSG00000228474	predictor
ENSG00000228486	predictor
ENSG00000228570	predictor
